age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32.00,services,married,secondary,no,38.00,yes,no,cellular,15.00,may,744.00,1.00,-1.00,0.00,unknown,yes
30.00,management,single,tertiary,yes,35.00,no,no,cellular,30.00,jul,185.00,4.00,-1.00,0.00,unknown,no
27.00,technician,single,secondary,no,235.00,yes,no,cellular,12.00,may,13.00,5.00,-1.00,0.00,unknown,no
42.00,admin.,single,secondary,no,30.00,yes,no,cellular,4.00,feb,98.00,1.00,266.00,3.00,failure,no
33.00,blue-collar,single,primary,no,92.00,yes,no,unknown,9.00,may,127.00,1.00,-1.00,0.00,unknown,no
37.00,blue-collar,married,secondary,no,67.00,no,no,unknown,3.00,jun,45.00,2.00,-1.00,0.00,unknown,no
45.00,blue-collar,married,secondary,no,4022.00,yes,no,cellular,29.00,jan,244.00,3.00,-1.00,0.00,unknown,no
36.00,entrepreneur,married,tertiary,no,3057.00,no,no,unknown,16.00,jun,2769.00,4.00,-1.00,0.00,unknown,yes
39.00,management,single,tertiary,no,0.00,yes,no,cellular,12.00,may,561.00,4.00,369.00,3.00,failure,no
33.00,management,single,tertiary,no,349.00,no,no,cellular,22.00,aug,182.00,1.00,-1.00,0.00,unknown,no
47.00,services,married,secondary,no,2322.00,no,no,cellular,22.00,aug,618.00,1.00,-1.00,0.00,unknown,no
49.00,entrepreneur,married,secondary,no,167.00,yes,yes,unknown,6.00,may,198.00,3.00,-1.00,0.00,unknown,no
46.00,management,divorced,secondary,no,558.00,no,no,cellular,19.00,aug,126.00,6.00,-1.00,0.00,unknown,no
31.00,services,married,secondary,no,-230.00,yes,yes,cellular,16.00,jul,715.00,1.00,-1.00,0.00,unknown,no
43.00,unemployed,divorced,secondary,no,4094.00,yes,no,cellular,21.00,nov,63.00,1.00,-1.00,0.00,unknown,no
30.00,blue-collar,single,secondary,yes,239.00,yes,no,unknown,21.00,may,412.00,1.00,-1.00,0.00,unknown,yes
43.00,management,divorced,tertiary,no,497.00,no,no,cellular,13.00,may,66.00,1.00,363.00,22.00,failure,no
42.00,blue-collar,married,secondary,no,179.00,yes,no,cellular,17.00,nov,96.00,1.00,-1.00,0.00,unknown,no
30.00,admin.,single,tertiary,no,305.00,no,no,cellular,30.00,apr,633.00,1.00,85.00,2.00,success,yes
33.00,management,single,tertiary,no,-67.00,yes,no,unknown,5.00,may,364.00,1.00,-1.00,0.00,unknown,no
41.00,admin.,married,secondary,no,4539.00,no,no,unknown,30.00,may,298.00,3.00,-1.00,0.00,unknown,no
29.00,blue-collar,single,secondary,no,770.00,yes,no,cellular,17.00,apr,341.00,1.00,-1.00,0.00,unknown,no
38.00,unemployed,married,secondary,no,-673.00,yes,no,unknown,26.00,may,364.00,1.00,-1.00,0.00,unknown,no
29.00,technician,married,tertiary,no,858.00,yes,no,cellular,12.00,jun,234.00,7.00,330.00,1.00,failure,no
80.00,housemaid,married,primary,no,0.00,no,no,cellular,23.00,feb,639.00,1.00,189.00,1.00,failure,yes
38.00,management,single,tertiary,no,5244.00,no,no,cellular,8.00,aug,310.00,4.00,-1.00,0.00,unknown,no
36.00,blue-collar,divorced,primary,no,117.00,yes,no,unknown,2.00,jun,123.00,4.00,-1.00,0.00,unknown,no
38.00,self-employed,married,tertiary,no,846.00,no,no,cellular,2.00,jun,253.00,1.00,-1.00,0.00,unknown,no
44.00,management,married,secondary,yes,0.00,yes,no,cellular,11.00,jul,96.00,2.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,1331.00,no,no,cellular,30.00,apr,297.00,1.00,86.00,3.00,success,yes
31.00,services,single,secondary,no,31.00,yes,yes,unknown,26.00,may,501.00,2.00,-1.00,0.00,unknown,no
57.00,admin.,divorced,primary,no,179.00,yes,no,cellular,15.00,may,67.00,1.00,368.00,2.00,failure,no
37.00,blue-collar,married,primary,no,543.00,yes,no,unknown,21.00,may,281.00,1.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,secondary,no,253.00,yes,yes,cellular,5.00,may,475.00,2.00,-1.00,0.00,unknown,no
60.00,retired,married,primary,no,71188.00,no,no,cellular,6.00,oct,205.00,1.00,-1.00,0.00,unknown,no
51.00,management,married,tertiary,no,5108.00,yes,no,cellular,8.00,oct,272.00,1.00,102.00,8.00,other,no
48.00,blue-collar,married,secondary,no,1738.00,yes,no,cellular,15.00,apr,349.00,1.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,primary,no,-97.00,yes,no,cellular,3.00,feb,216.00,4.00,271.00,5.00,failure,no
36.00,blue-collar,married,secondary,no,199.00,yes,no,cellular,9.00,jul,183.00,1.00,-1.00,0.00,unknown,no
43.00,management,married,tertiary,no,489.00,yes,no,cellular,8.00,may,130.00,1.00,172.00,2.00,other,no
31.00,admin.,married,primary,no,355.00,yes,yes,unknown,4.00,jun,61.00,6.00,-1.00,0.00,unknown,no
49.00,technician,single,secondary,no,-97.00,yes,no,unknown,6.00,jun,92.00,2.00,-1.00,0.00,unknown,no
35.00,management,divorced,tertiary,no,473.00,no,yes,cellular,5.00,aug,37.00,2.00,-1.00,0.00,unknown,no
44.00,entrepreneur,married,secondary,no,6649.00,yes,no,cellular,19.00,nov,354.00,2.00,-1.00,0.00,unknown,no
34.00,self-employed,married,tertiary,no,263.00,no,no,cellular,4.00,may,203.00,1.00,78.00,8.00,other,no
46.00,blue-collar,married,secondary,no,781.00,no,no,unknown,13.00,may,152.00,1.00,-1.00,0.00,unknown,no
49.00,blue-collar,married,primary,no,1032.00,yes,no,unknown,2.00,jun,41.00,5.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,119.00,no,no,cellular,4.00,may,20.00,5.00,-1.00,0.00,unknown,no
35.00,management,divorced,tertiary,no,434.00,yes,no,cellular,11.00,may,277.00,1.00,271.00,2.00,success,no
51.00,admin.,married,secondary,no,2967.00,no,no,unknown,17.00,jun,83.00,2.00,-1.00,0.00,unknown,no
57.00,retired,divorced,secondary,no,-331.00,yes,no,unknown,6.00,may,531.00,1.00,-1.00,0.00,unknown,no
59.00,management,married,tertiary,no,1585.00,no,no,telephone,28.00,aug,91.00,5.00,-1.00,0.00,unknown,no
40.00,services,divorced,unknown,no,4384.00,yes,no,unknown,5.00,may,315.00,1.00,-1.00,0.00,unknown,no
49.00,management,single,tertiary,no,588.00,no,no,cellular,28.00,aug,70.00,9.00,-1.00,0.00,unknown,no
51.00,management,married,secondary,no,3180.00,yes,no,cellular,9.00,jul,384.00,1.00,-1.00,0.00,unknown,no
35.00,admin.,married,secondary,yes,0.00,no,yes,unknown,4.00,jul,105.00,3.00,-1.00,0.00,unknown,no
29.00,self-employed,married,secondary,no,-76.00,yes,no,unknown,27.00,may,305.00,2.00,-1.00,0.00,unknown,no
32.00,services,single,secondary,no,152.00,yes,no,cellular,25.00,may,158.00,2.00,-1.00,0.00,unknown,yes
37.00,housemaid,divorced,secondary,no,1040.00,yes,no,cellular,13.00,may,199.00,1.00,173.00,2.00,failure,no
49.00,unemployed,married,primary,no,-384.00,yes,no,unknown,27.00,may,25.00,1.00,-1.00,0.00,unknown,no
45.00,technician,married,unknown,no,473.00,yes,no,unknown,27.00,may,147.00,1.00,-1.00,0.00,unknown,no
34.00,technician,single,secondary,no,475.00,yes,no,cellular,29.00,jul,538.00,8.00,-1.00,0.00,unknown,no
53.00,technician,married,secondary,no,0.00,no,no,cellular,22.00,aug,77.00,9.00,-1.00,0.00,unknown,no
42.00,entrepreneur,married,primary,no,149.00,no,no,cellular,20.00,aug,94.00,2.00,-1.00,0.00,unknown,no
43.00,technician,married,secondary,no,3285.00,yes,no,unknown,13.00,may,1721.00,2.00,-1.00,0.00,unknown,yes
52.00,retired,married,secondary,no,424.00,no,no,cellular,19.00,nov,143.00,1.00,154.00,3.00,failure,no
34.00,blue-collar,single,secondary,no,79.00,no,yes,cellular,20.00,nov,104.00,1.00,-1.00,0.00,unknown,no
34.00,technician,divorced,tertiary,no,674.00,yes,no,cellular,7.00,aug,587.00,2.00,-1.00,0.00,unknown,yes
27.00,services,married,secondary,no,0.00,yes,no,cellular,22.00,jul,1608.00,13.00,-1.00,0.00,unknown,yes
43.00,unemployed,married,tertiary,no,58.00,yes,no,cellular,9.00,feb,48.00,4.00,-1.00,0.00,unknown,no
41.00,technician,married,tertiary,no,532.00,yes,no,cellular,9.00,jul,74.00,1.00,-1.00,0.00,unknown,no
72.00,retired,married,secondary,no,4130.00,no,no,cellular,12.00,nov,427.00,1.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,primary,no,422.00,yes,no,cellular,14.00,may,73.00,1.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,437.00,yes,no,unknown,3.00,jun,14.00,21.00,-1.00,0.00,unknown,no
36.00,blue-collar,divorced,primary,no,-308.00,yes,no,cellular,12.00,may,725.00,1.00,-1.00,0.00,unknown,yes
51.00,housemaid,married,primary,no,30.00,yes,no,cellular,14.00,jul,333.00,2.00,-1.00,0.00,unknown,no
37.00,self-employed,married,tertiary,no,137.00,no,no,cellular,13.00,aug,244.00,6.00,-1.00,0.00,unknown,no
42.00,admin.,single,secondary,no,-247.00,yes,yes,telephone,21.00,oct,519.00,1.00,166.00,1.00,other,yes
26.00,admin.,single,secondary,no,321.00,yes,no,cellular,22.00,jul,242.00,7.00,-1.00,0.00,unknown,no
23.00,services,single,secondary,no,250.00,yes,no,cellular,18.00,may,222.00,1.00,-1.00,0.00,unknown,no
50.00,management,married,tertiary,no,-470.00,yes,no,cellular,19.00,nov,130.00,2.00,160.00,1.00,failure,no
37.00,blue-collar,married,secondary,no,140.00,yes,yes,cellular,7.00,may,490.00,1.00,-1.00,0.00,unknown,no
35.00,management,married,tertiary,no,2793.00,no,no,cellular,20.00,nov,258.00,2.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,410.00,no,no,cellular,29.00,jan,337.00,2.00,-1.00,0.00,unknown,no
79.00,retired,divorced,unknown,no,2628.00,no,no,telephone,8.00,jul,220.00,7.00,450.00,2.00,failure,no
39.00,technician,married,secondary,no,116.00,no,no,cellular,24.00,aug,79.00,2.00,94.00,2.00,success,no
47.00,services,married,secondary,no,0.00,yes,no,telephone,9.00,jul,250.00,1.00,-1.00,0.00,unknown,no
44.00,blue-collar,married,secondary,no,878.00,yes,no,cellular,2.00,jun,130.00,1.00,-1.00,0.00,unknown,no
36.00,management,single,tertiary,no,2944.00,no,no,cellular,18.00,aug,882.00,8.00,-1.00,0.00,unknown,yes
33.00,blue-collar,single,secondary,no,3975.00,yes,yes,cellular,17.00,apr,515.00,1.00,150.00,1.00,other,no
42.00,services,married,secondary,no,96.00,yes,no,cellular,5.00,may,238.00,3.00,340.00,2.00,failure,no
35.00,technician,single,tertiary,no,2288.00,no,no,telephone,28.00,may,32.00,2.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,472.00,yes,no,unknown,13.00,may,907.00,2.00,-1.00,0.00,unknown,no
58.00,services,married,primary,no,65.00,no,no,unknown,27.00,jun,162.00,1.00,-1.00,0.00,unknown,no
46.00,management,married,tertiary,no,0.00,no,no,unknown,7.00,may,70.00,2.00,-1.00,0.00,unknown,no
41.00,admin.,single,secondary,no,400.00,yes,no,unknown,4.00,jun,99.00,6.00,-1.00,0.00,unknown,no
58.00,technician,married,secondary,no,7495.00,yes,no,unknown,13.00,may,325.00,1.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,137.00,no,yes,cellular,18.00,jul,305.00,12.00,-1.00,0.00,unknown,no
31.00,unemployed,married,secondary,no,24.00,yes,no,cellular,19.00,nov,631.00,1.00,-1.00,0.00,unknown,no
55.00,technician,divorced,secondary,no,3450.00,no,no,cellular,10.00,feb,169.00,1.00,183.00,1.00,failure,yes
38.00,technician,single,secondary,no,311.00,yes,no,cellular,28.00,may,61.00,2.00,-1.00,0.00,unknown,no
55.00,housemaid,married,secondary,no,139.00,no,no,cellular,22.00,aug,256.00,2.00,-1.00,0.00,unknown,no
47.00,management,single,tertiary,no,0.00,no,no,unknown,11.00,jun,58.00,3.00,-1.00,0.00,unknown,no
51.00,housemaid,married,primary,no,492.00,yes,no,unknown,20.00,may,142.00,3.00,-1.00,0.00,unknown,no
46.00,management,single,tertiary,no,334.00,yes,no,telephone,4.00,may,36.00,6.00,90.00,2.00,other,no
61.00,management,married,tertiary,no,997.00,no,no,cellular,10.00,mar,106.00,1.00,-1.00,0.00,unknown,yes
47.00,management,single,tertiary,no,440.00,no,no,cellular,21.00,aug,71.00,4.00,-1.00,0.00,unknown,no
34.00,technician,married,secondary,no,47.00,no,no,cellular,25.00,aug,132.00,6.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,secondary,no,1298.00,yes,no,unknown,20.00,may,120.00,1.00,-1.00,0.00,unknown,no
41.00,management,divorced,tertiary,no,3355.00,no,no,cellular,14.00,oct,181.00,2.00,500.00,1.00,failure,no
36.00,blue-collar,divorced,secondary,no,-11.00,no,no,unknown,5.00,jun,152.00,2.00,-1.00,0.00,unknown,no
26.00,blue-collar,single,secondary,no,396.00,yes,no,unknown,28.00,may,302.00,1.00,-1.00,0.00,unknown,no
35.00,management,married,tertiary,no,8.00,no,no,cellular,23.00,apr,93.00,3.00,-1.00,0.00,unknown,yes
36.00,blue-collar,married,secondary,no,1409.00,no,no,unknown,17.00,jun,235.00,2.00,-1.00,0.00,unknown,no
26.00,management,single,tertiary,no,170.00,no,no,cellular,15.00,jun,129.00,1.00,-1.00,0.00,unknown,yes
58.00,management,married,primary,no,2769.00,yes,no,cellular,11.00,jul,94.00,2.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,secondary,no,2320.00,yes,no,cellular,7.00,apr,310.00,1.00,-1.00,0.00,unknown,no
61.00,retired,married,secondary,no,76.00,yes,no,cellular,15.00,jul,195.00,7.00,-1.00,0.00,unknown,no
28.00,technician,single,secondary,no,2034.00,yes,no,unknown,21.00,may,196.00,1.00,-1.00,0.00,unknown,no
49.00,blue-collar,single,primary,no,3018.00,yes,no,unknown,15.00,may,93.00,1.00,-1.00,0.00,unknown,no
74.00,retired,married,secondary,no,921.00,no,no,telephone,17.00,apr,394.00,2.00,-1.00,0.00,unknown,yes
53.00,blue-collar,married,secondary,no,483.00,yes,no,cellular,3.00,feb,288.00,3.00,-1.00,0.00,unknown,no
46.00,self-employed,married,secondary,no,390.00,yes,no,cellular,31.00,jul,208.00,2.00,-1.00,0.00,unknown,no
47.00,management,married,tertiary,no,0.00,no,no,cellular,27.00,oct,508.00,1.00,-1.00,0.00,unknown,yes
42.00,blue-collar,single,primary,no,92.00,no,no,cellular,30.00,jul,86.00,2.00,-1.00,0.00,unknown,no
56.00,services,married,secondary,no,22196.00,yes,no,cellular,21.00,nov,189.00,1.00,-1.00,0.00,unknown,no
42.00,technician,married,secondary,no,2.00,no,no,unknown,29.00,may,249.00,2.00,-1.00,0.00,unknown,no
49.00,housemaid,married,primary,no,249.00,yes,no,cellular,21.00,nov,450.00,1.00,-1.00,0.00,unknown,no
43.00,unemployed,single,unknown,no,3274.00,yes,no,cellular,22.00,may,680.00,1.00,95.00,1.00,failure,no
39.00,services,married,secondary,no,5731.00,yes,no,unknown,20.00,may,175.00,2.00,-1.00,0.00,unknown,no
66.00,retired,married,primary,no,206.00,no,no,cellular,9.00,feb,479.00,1.00,-1.00,0.00,unknown,yes
30.00,technician,single,tertiary,no,2325.00,no,no,cellular,5.00,apr,270.00,3.00,241.00,4.00,other,no
38.00,management,single,tertiary,no,0.00,no,no,cellular,24.00,jul,164.00,1.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,1664.00,yes,no,cellular,20.00,apr,158.00,1.00,182.00,1.00,success,no
32.00,technician,married,secondary,no,3333.00,no,no,cellular,8.00,aug,50.00,4.00,-1.00,0.00,unknown,no
48.00,technician,married,secondary,no,7020.00,no,no,cellular,6.00,aug,80.00,2.00,-1.00,0.00,unknown,no
34.00,admin.,married,tertiary,no,37.00,no,no,cellular,6.00,feb,45.00,1.00,-1.00,0.00,unknown,no
28.00,student,single,secondary,no,28.00,no,no,cellular,29.00,jan,220.00,2.00,-1.00,0.00,unknown,no
40.00,admin.,single,secondary,no,1670.00,yes,no,unknown,18.00,jun,161.00,2.00,-1.00,0.00,unknown,no
36.00,entrepreneur,married,secondary,no,134.00,no,no,unknown,20.00,may,98.00,1.00,-1.00,0.00,unknown,no
52.00,retired,married,secondary,no,603.00,no,yes,unknown,9.00,jun,79.00,1.00,-1.00,0.00,unknown,no
46.00,admin.,married,primary,no,276.00,yes,yes,unknown,6.00,may,157.00,2.00,-1.00,0.00,unknown,no
25.00,technician,single,secondary,no,2157.00,yes,no,cellular,21.00,jul,339.00,1.00,-1.00,0.00,unknown,no
52.00,blue-collar,married,secondary,no,161.00,yes,no,unknown,13.00,may,274.00,2.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,primary,no,3658.00,yes,no,unknown,14.00,may,977.00,1.00,-1.00,0.00,unknown,no
26.00,management,divorced,tertiary,yes,-402.00,no,yes,unknown,12.00,may,127.00,2.00,-1.00,0.00,unknown,no
26.00,blue-collar,single,primary,no,3342.00,yes,no,unknown,4.00,jun,329.00,4.00,-1.00,0.00,unknown,no
35.00,self-employed,single,secondary,no,1732.00,no,no,telephone,21.00,nov,1441.00,3.00,-1.00,0.00,unknown,no
40.00,admin.,single,secondary,no,263.00,yes,no,unknown,6.00,may,231.00,1.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,623.00,yes,no,cellular,13.00,may,96.00,2.00,349.00,5.00,failure,no
32.00,admin.,married,secondary,no,3540.00,yes,no,cellular,18.00,may,213.00,1.00,178.00,1.00,failure,no
33.00,admin.,married,secondary,no,95.00,yes,no,cellular,30.00,apr,335.00,1.00,-1.00,0.00,unknown,yes
53.00,services,divorced,secondary,no,765.00,yes,no,cellular,14.00,may,959.00,3.00,174.00,7.00,other,yes
46.00,technician,divorced,secondary,no,-824.00,yes,no,cellular,7.00,aug,429.00,3.00,-1.00,0.00,unknown,yes
28.00,management,single,tertiary,no,5549.00,no,no,cellular,28.00,jul,383.00,6.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,191.00,yes,no,unknown,2.00,jun,40.00,1.00,-1.00,0.00,unknown,no
44.00,blue-collar,married,primary,no,420.00,yes,no,unknown,7.00,may,110.00,2.00,-1.00,0.00,unknown,no
35.00,admin.,married,secondary,no,0.00,no,no,unknown,7.00,may,326.00,1.00,-1.00,0.00,unknown,no
50.00,technician,divorced,unknown,no,2706.00,yes,no,unknown,28.00,may,179.00,3.00,-1.00,0.00,unknown,no
32.00,technician,married,secondary,yes,4.00,yes,yes,cellular,25.00,aug,132.00,8.00,-1.00,0.00,unknown,no
51.00,admin.,married,secondary,no,423.00,yes,yes,cellular,16.00,oct,95.00,1.00,-1.00,0.00,unknown,no
51.00,management,married,tertiary,no,-892.00,yes,yes,cellular,14.00,aug,248.00,2.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,unknown,no,-120.00,yes,no,cellular,3.00,feb,100.00,3.00,201.00,2.00,failure,no
41.00,admin.,divorced,secondary,no,-365.00,yes,no,unknown,28.00,may,226.00,10.00,-1.00,0.00,unknown,no
57.00,technician,married,tertiary,no,27069.00,no,yes,unknown,20.00,jun,174.00,3.00,-1.00,0.00,unknown,no
34.00,management,single,tertiary,no,8038.00,yes,no,cellular,20.00,apr,29.00,3.00,152.00,1.00,failure,no
47.00,technician,married,secondary,no,-938.00,yes,no,unknown,28.00,may,176.00,2.00,-1.00,0.00,unknown,no
47.00,admin.,divorced,secondary,no,1139.00,yes,no,cellular,11.00,jul,106.00,2.00,-1.00,0.00,unknown,no
36.00,self-employed,married,secondary,no,189.00,yes,no,cellular,19.00,nov,136.00,1.00,120.00,1.00,failure,no
29.00,housemaid,single,tertiary,no,19.00,no,no,cellular,5.00,feb,110.00,2.00,64.00,2.00,success,yes
39.00,technician,married,secondary,no,3663.00,no,no,cellular,11.00,aug,230.00,3.00,-1.00,0.00,unknown,no
53.00,blue-collar,single,unknown,no,0.00,no,no,unknown,12.00,may,140.00,7.00,-1.00,0.00,unknown,no
47.00,blue-collar,married,secondary,yes,-614.00,yes,no,unknown,26.00,may,118.00,2.00,-1.00,0.00,unknown,no
51.00,technician,divorced,secondary,no,2323.00,yes,yes,cellular,18.00,aug,151.00,10.00,-1.00,0.00,unknown,no
48.00,blue-collar,married,secondary,no,425.00,yes,no,telephone,9.00,jul,693.00,2.00,-1.00,0.00,unknown,no
32.00,technician,married,secondary,no,5122.00,no,no,cellular,13.00,aug,31.00,1.00,-1.00,0.00,unknown,no
36.00,management,divorced,tertiary,no,608.00,no,no,cellular,26.00,aug,125.00,2.00,-1.00,0.00,unknown,no
50.00,unknown,married,primary,no,341.00,yes,yes,cellular,20.00,apr,670.00,4.00,340.00,2.00,success,yes
39.00,admin.,married,secondary,no,607.00,yes,no,cellular,12.00,may,454.00,2.00,364.00,3.00,failure,yes
31.00,blue-collar,married,secondary,no,1495.00,yes,yes,unknown,23.00,may,159.00,3.00,-1.00,0.00,unknown,no
49.00,admin.,married,secondary,no,381.00,no,no,cellular,5.00,aug,504.00,2.00,-1.00,0.00,unknown,no
33.00,unemployed,divorced,secondary,no,385.00,no,no,telephone,27.00,aug,29.00,28.00,-1.00,0.00,unknown,no
26.00,management,single,tertiary,no,1274.00,yes,no,cellular,1.00,jun,190.00,1.00,84.00,1.00,failure,no
27.00,blue-collar,married,secondary,no,362.00,yes,no,unknown,14.00,may,332.00,2.00,-1.00,0.00,unknown,no
51.00,blue-collar,married,primary,no,377.00,yes,no,telephone,3.00,feb,143.00,4.00,272.00,1.00,failure,no
26.00,admin.,single,secondary,no,802.00,no,no,cellular,30.00,jan,77.00,1.00,2.00,2.00,other,no
45.00,admin.,married,secondary,no,194.00,no,no,cellular,31.00,jul,517.00,4.00,-1.00,0.00,unknown,no
54.00,technician,married,secondary,no,-315.00,no,yes,cellular,10.00,jul,2029.00,1.00,-1.00,0.00,unknown,yes
49.00,technician,married,tertiary,no,1843.00,yes,no,cellular,25.00,may,269.00,1.00,-1.00,0.00,unknown,no
47.00,technician,married,secondary,no,-9.00,no,no,cellular,14.00,aug,457.00,2.00,-1.00,0.00,unknown,no
42.00,housemaid,married,primary,no,83.00,no,yes,cellular,7.00,aug,184.00,1.00,-1.00,0.00,unknown,no
50.00,entrepreneur,married,tertiary,no,433.00,yes,no,cellular,18.00,may,47.00,4.00,-1.00,0.00,unknown,no
37.00,admin.,married,secondary,no,-107.00,yes,no,unknown,28.00,may,158.00,2.00,-1.00,0.00,unknown,no
54.00,blue-collar,married,primary,no,4503.00,no,no,telephone,21.00,nov,168.00,3.00,-1.00,0.00,unknown,no
40.00,services,married,secondary,no,51.00,yes,no,cellular,11.00,may,50.00,1.00,-1.00,0.00,unknown,no
50.00,services,married,secondary,no,961.00,no,yes,cellular,14.00,aug,757.00,4.00,-1.00,0.00,unknown,no
57.00,retired,married,secondary,no,49.00,yes,yes,cellular,25.00,aug,93.00,4.00,-1.00,0.00,unknown,no
33.00,technician,married,secondary,no,3470.00,no,no,cellular,11.00,aug,285.00,2.00,-1.00,0.00,unknown,no
49.00,technician,married,secondary,no,-147.00,yes,no,cellular,20.00,apr,390.00,1.00,-1.00,0.00,unknown,no
35.00,services,married,secondary,no,0.00,yes,no,cellular,18.00,may,146.00,2.00,-1.00,0.00,unknown,no
